First Term Gpa,Second Term Gpa,First Language,Funding,Fast Track,Coop,Residency,Gender,Prev Education,Age Group,Math Score,English Grade,FirstYearPersistence
2.613636,2.03125,English,GPOG_FT,N,Y,Domestic,Male,PostSecondary,0 to 18,29.0,Level-160,0
0.225,0.0,English,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,27.0,Level-170,0
0.0,2.820175578700078,English,GPOG_FT,N,Y,Domestic,Female,HighSchool,21 to 25,20.0,Level-170,0
2.826087,1.807692,Other,Intl Regular,Y,Y,International,Male,HighSchool,21 to 25,32.55794871794872,Level-170,1
3.380952,2.333333,English,GPOG_FT,N,Y,Domestic,Female,HighSchool,0 to 18,40.0,Level-170,0
3.428571,1.433333,English,GPOG_FT,N,Y,Domestic,Female,HighSchool,21 to 25,49.0,Level-160,1
0.204545,2.820175578700078,English,GPOG_FT,N,N,Domestic,Male,PostSecondary,19 to 20,22.0,Level-170,0
3.166667,2.5,Other,GPOG_FT,N,N,Domestic,Female,HighSchool,21 to 25,26.0,Level-171,1
3.2,2.595238,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,24.0,Level-160,1
2.675,3.333333,Other,Intl Regular,Y,N,International,Female,HighSchool,21 to 25,32.55794871794872,Level-170,1
4.2,3.65625,English,GPOG_FT,Y,Y,Domestic,Female,PostSecondary,21 to 25,32.55794871794872,Level-170,0
2.5625,2.681818,Other,Second Career Program,N,N,Domestic,Female,,26 to 30,47.0,Level-161,1
3.571429,2.788462,English,GPOG_FT,N,N,Domestic,Male,PostSecondary,19 to 20,39.0,Level-170,1
1.5,1.6,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,19 to 20,31.0,Level-170,1
3.326087,3.519231,Other,Intl Regular,Y,N,International,Male,HighSchool,21 to 25,32.55794871794872,Level-161,1
4.204545,3.98,Other,Intl Regular,N,N,International,Female,PostSecondary,19 to 20,48.0,Level-161,1
2.159091,2.865385,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-171,1
3.607143,3.423077,English,GPOG_FT,N,N,Domestic,Female,HighSchool,21 to 25,32.55794871794872,Level-140,1
0.0,2.820175578700078,Other,Intl Regular,Y,N,International,Male,HighSchool,21 to 25,32.55794871794872,Level-161,0
1.5,2.444444,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,18.0,Level-160,1
3.6,3.1,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,31.0,Level-170,1
2.725,2.195652,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,43.0,Level-170,1
0.0,2.820175578700078,English,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,18.0,Level-140,0
0.409091,1.7,Other,Intl Regular,N,N,International,Male,,0 to 18,32.0,Level-141,1
3.652174,3.807692,Other,Intl Regular,Y,N,International,Female,PostSecondary,21 to 25,32.55794871794872,Level-161,1
3.4375,2.978261,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,19 to 20,17.0,Level-141,1
4.065217,3.717391,Other,Intl Regular,N,N,International,Male,HighSchool,0 to 18,49.0,Level-170,1
2.475,1.416667,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,0 to 18,31.0,Level-170,1
3.022727,2.5,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,22.0,Level-170,1
0.0,2.820175578700078,English,GPOG_FT,N,N,Domestic,Male,HighSchool,21 to 25,16.0,Level-170,0
2.75,3.166667,English,Intl Regular,N,N,International,Male,HighSchool,21 to 25,44.0,Level-141,1
4.272727,4.25,Other,Second Career Program,N,N,Domestic,Male,PostSecondary,41 to 50,48.0,Level-161,1
3.86,3.961538,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,0 to 18,42.0,Level-170,1
3.7,3.380952,Other,Intl Regular,Y,N,International,Male,HighSchool,26 to 30,32.55794871794872,Level-170,1
3.875,3.416667,Other,Intl Regular,N,N,International,Male,HighSchool,0 to 18,48.0,Level-161,1
4.090909,3.861111,English,GPOG_FT,N,N,Domestic,Male,HighSchool,31 to 35,28.0,Level-170,1
4.195652,4.119048,Other,GPOG_FT,N,Y,Domestic,Female,PostSecondary,41 to 50,47.0,Level-171,1
3.56,3.190476,English,GPOG_FT,N,N,Domestic,Male,HighSchool,21 to 25,29.0,Level-170,1
3.54,2.907407,English,Intl Regular,Y,Y,International,Male,HighSchool,21 to 25,32.55794871794872,Level-171,1
1.53125,0.0,Other,GPOG_FT,N,N,Domestic,Male,HighSchool,21 to 25,24.0,Level-170,1
2.613636,2.87931,Other,Intl Regular,Y,Y,International,Male,HighSchool,21 to 25,32.55794871794872,Level-161,1
0.76087,0.0,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,0 to 18,34.0,Level-170,0
2.642857,2.725,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,23.0,Level-170,1
3.090909,2.772727,English,GPOG_FT,N,Y,Domestic,Female,HighSchool,19 to 20,32.0,Level-170,1
2.92,2.928571,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,0 to 18,26.0,Level-170,1
3.456522,2.557692,Other,Intl Regular,Y,N,International,Male,HighSchool,21 to 25,32.55794871794872,Level-160,1
4.195652,3.825,English,Intl Regular,N,N,International,Male,HighSchool,21 to 25,49.0,Level-171,1
2.380952,2.130435,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,31.0,Level-170,1
3.421053,2.820175578700078,Other,GPOG_FT,N,N,Domestic,Male,PostSecondary,41 to 50,45.0,Level-161,0
3.75,3.694444,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,0 to 18,42.0,Level-170,1
1.0,1.25,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,27.0,Level-170,0
3.804348,3.519231,Other,Intl Regular,Y,N,International,Female,PostSecondary,21 to 25,32.55794871794872,Level-171,1
3.880952,3.568182,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,0 to 18,38.0,Level-170,1
1.305556,2.820175578700078,Other,GPOG_FT,N,Y,Domestic,Male,HighSchool,0 to 18,44.0,Level-160,0
0.0,0.0,Other,Intl Regular,N,Y,International,Male,HighSchool,21 to 25,32.55794871794872,Level-161,0
2.86,2.375,Other,Intl Regular,N,Y,International,Male,,0 to 18,19.0,Level-161,1
1.809524,1.619048,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,23.0,Level-160,0
3.934783,3.72,Other,Intl Regular,Y,N,International,Male,PostSecondary,26 to 30,32.55794871794872,Level-171,1
3.194444,3.519231,Other,Intl Regular,Y,N,International,Male,HighSchool,21 to 25,32.55794871794872,Level-160,1
3.568182,2.931818,Other,Intl Regular,N,Y,International,Male,HighSchool,0 to 18,41.0,Level-161,1
3.475,3.681818,English,Intl Regular,Y,N,International,Male,PostSecondary,26 to 30,38.0,Level-161,1
2.73913,2.307692,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-161,1
1.782609,1.891304,Other,Intl Regular,N,N,International,Male,PostSecondary,0 to 18,43.0,Level-161,1
2.657895,0.3,English,GPOG_FT,N,Y,Domestic,Male,PostSecondary,21 to 25,25.0,Level-160,0
0.315789,2.820175578700078,English,GPOG_FT,N,N,Domestic,Male,HighSchool,21 to 25,22.0,Level-170,0
2.2,2.59375,English,GPOG_FT,N,N,Domestic,Female,PostSecondary,26 to 30,27.0,Level-170,1
2.5,3.045455,Other,Intl Regular,Y,N,International,Male,HighSchool,21 to 25,32.55794871794872,Level-161,1
0.0,2.636364,Other,Intl Regular,N,Y,International,Female,PostSecondary,26 to 30,48.0,Level-170,0
3.175,3.522727,English,Intl Regular,N,N,International,Female,HighSchool,0 to 18,16.0,Level-171,1
3.94,2.695652,Other,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,48.0,Level-141,1
3.666667,3.166667,English,GPOG_FT,N,N,Domestic,Female,PostSecondary,21 to 25,20.0,Level-170,1
0.0,0.0,English,GPOG_FT,N,N,Domestic,Male,,19 to 20,21.0,Level-170,1
3.891304,4.019231,English,Intl Regular,Y,Y,International,Female,PostSecondary,26 to 30,32.55794871794872,Level-170,1
4.0,3.904762,English,GPOG_FT,N,N,Domestic,Female,HighSchool,0 to 18,32.55794871794872,Level-170,1
2.947368,2.586957,Other,Intl Regular,Y,N,International,Male,HighSchool,21 to 25,32.55794871794872,Level-140,1
2.642857,0.0,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,19 to 20,43.0,Level-161,1
4.23913,4.357143,English,Intl Regular,N,Y,International,Female,HighSchool,21 to 25,50.0,Level-161,1
0.0,2.820175578700078,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,31.0,Level-170,0
3.368421,3.12,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,32.55794871794872,Level-170,1
3.266667,2.44,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-161,1
3.236842,2.763158,Other,Intl Regular,N,N,International,Male,HighSchool,19 to 20,22.0,Level-161,1
1.928571,2.043478,English,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,11.0,Level-140,1
2.0,1.210526,English,GPOG_FT,N,Y,Domestic,Female,HighSchool,19 to 20,24.0,Level-170,1
2.470588,2.18,Other,Intl Regular,N,N,International,Male,HighSchool,21 to 25,22.0,Level-161,1
3.227273,3.130435,English,GPOG_FT,N,Y,Domestic,Male,PostSecondary,19 to 20,30.0,Level-170,1
0.0,0.0,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,32.0,Level-170,0
3.630435,3.833333,English,Second Career Program,N,N,Domestic,Female,,36 to 40,46.0,Level-161,1
2.727273,2.295455,Other,Intl Regular,N,N,International,Male,HighSchool,21 to 25,31.0,Level-160,1
2.190476,1.411765,English,Intl Regular,N,N,International,Male,HighSchool,21 to 25,18.0,Level-161,1
3.119048,3.041667,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,19 to 20,36.0,Level-161,1
1.03125,0.666667,English,GPOG_FT,N,N,Domestic,Female,HighSchool,0 to 18,18.0,Level-140,0
0.0,2.125,English,GPOG_FT,N,Y,Domestic,Male,PostSecondary,21 to 25,19.0,Level-170,1
4.357143,3.886364,English,Intl Transfer,N,Y,International,Female,HighSchool,21 to 25,49.0,Level-171,1
3.675,3.5,Other,Intl Regular,Y,N,International,Male,PostSecondary,19 to 20,32.55794871794872,Level-161,1
0.0,0.0,English,Intl Regular,N,N,International,Male,HighSchool,19 to 20,48.0,Level-170,0
2.6,2.605263,Other,Intl Regular,Y,N,International,Male,HighSchool,21 to 25,32.55794871794872,Level-171,1
2.826087,1.725,English,GPOG_FT,N,N,Domestic,Female,HighSchool,21 to 25,17.0,Level-170,1
1.192308,1.214286,Other,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,29.0,Level-141,1
2.894737,2.46,Other,Intl Regular,Y,N,International,Male,HighSchool,21 to 25,32.55794871794872,Level-171,1
3.391304,3.1,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-141,1
3.395833,3.478261,Other,Intl Regular,Y,Y,International,Male,HighSchool,26 to 30,32.55794871794872,Level-170,1
3.04,2.590909,Other,Intl Regular,Y,Y,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-171,0
3.675,3.931818,Other,Intl Regular,Y,N,International,Female,HighSchool,21 to 25,32.55794871794872,Level-160,1
2.04,1.875,Other,Intl Regular,N,N,International,Female,PostSecondary,21 to 25,24.0,Level-141,1
3.595238,3.340909,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,19 to 20,34.0,Level-170,1
3.961538,4.108696,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-171,1
3.23913,3.527778,English,GPOG_FT,N,N,Domestic,Female,HighSchool,0 to 18,27.0,Level-170,0
4.076923,3.108696,English,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,45.0,Level-170,1
4.403846,4.434783,English,GPOG_FT,Y,N,Domestic,Male,PostSecondary,21 to 25,32.55794871794872,Level-170,1
0.0,2.820175578700078,English,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,26.0,Level-170,0
3.854167,3.791667,English,Intl Regular,N,N,International,Male,HighSchool,0 to 18,49.0,Level-161,1
0.0,2.820175578700078,Other,Intl Regular,Y,N,International,Male,HighSchool,21 to 25,32.55794871794872,Level-161,0
4.166667,4.111111,English,GPOG_FT,N,N,Domestic,Female,PostSecondary,21 to 25,32.55794871794872,Level-170,1
4.28,4.340909,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,21 to 25,42.0,Level-170,1
1.676471,1.733333,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,0 to 18,31.0,Level-170,1
1.9,2.071429,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,22.0,Level-161,1
3.795455,2.820175578700078,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,0 to 18,32.55794871794872,Level-170,0
0.25,2.820175578700078,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,22.0,Level-160,0
3.979167,3.589286,Other,Intl Regular,Y,N,International,Female,PostSecondary,21 to 25,32.55794871794872,Level-141,1
2.26,1.8,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,0 to 18,22.0,Level-140,1
3.3,3.275,English,GPOG_FT,N,N,Domestic,Male,HighSchool,21 to 25,16.0,Level-170,1
2.978261,2.134615,English,Apprentice_PS,N,Y,Domestic,Male,HighSchool,0 to 18,27.0,Level-170,1
3.475,3.454545,Other,Intl Regular,Y,N,International,Female,PostSecondary,26 to 30,32.55794871794872,Level-161,1
3.6,3.775,English,Intl Regular,N,N,International,Male,HighSchool,26 to 30,32.55794871794872,Level-161,1
4.086957,3.94,English,Intl Regular,Y,N,International,Female,PostSecondary,19 to 20,32.55794871794872,Level-170,1
1.676471,2.678571,Other,Intl Regular,N,N,International,Male,PostSecondary,0 to 18,12.0,Level-141,0
4.354167,4.340909,English,GPOG_FT,N,N,Domestic,Female,HighSchool,21 to 25,41.0,Level-170,1
3.131579,2.0,English,GPOG_FT,N,Y,Domestic,Male,PostSecondary,26 to 30,13.0,Level-170,1
3.431818,1.795455,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,19 to 20,21.0,Level-160,1
3.043478,3.08,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-161,1
2.32,2.45,English,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,30.0,Level-160,1
0.48,2.820175578700078,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,24.0,Level-170,0
3.333333,3.46,Other,Intl Regular,Y,N,International,Female,HighSchool,21 to 25,32.55794871794872,Level-170,1
3.105263,2.666667,English,GPOG_FT,N,Y,Domestic,Female,PostSecondary,19 to 20,32.55794871794872,Level-170,1
3.568182,2.826923,English,Intl Regular,N,N,International,Female,HighSchool,21 to 25,31.0,Level-141,1
3.309524,2.868421,English,GPOG_FT,N,Y,Domestic,Male,PostSecondary,21 to 25,30.0,Level-171,1
3.979167,4.227273,Other,Second Career Program,N,N,Domestic,Male,HighSchool,36 to 40,48.0,Level-161,1
2.204545,2.347826,English,GPOG_FT,N,N,Domestic,Male,PostSecondary,19 to 20,18.0,Level-160,1
2.880952,2.47619,English,Apprentice_PS,N,Y,Domestic,Male,HighSchool,19 to 20,21.0,Level-160,1
2.454545,1.84375,English,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,31.0,Level-160,1
4.434783,4.5,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,0 to 18,44.0,Level-170,1
3.659091,3.526316,English,GPOG_FT,Y,N,Domestic,Female,PostSecondary,36 to 40,32.55794871794872,Level-161,1
4.217391,4.270833,Other,Intl Regular,Y,Y,International,Female,PostSecondary,21 to 25,32.55794871794872,Level-171,1
4.369565,4.357143,Other,Intl Regular,N,N,International,Female,HighSchool,19 to 20,49.0,Level-160,1
3.56,1.309524,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,24.0,Level-160,1
3.869565,3.291667,Other,Intl Regular,Y,Y,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-171,1
2.825,3.595238,English,Intl Regular,N,N,International,Male,HighSchool,21 to 25,46.0,Level-141,1
3.8,3.795455,Other,Intl Regular,Y,N,International,Female,HighSchool,21 to 25,32.55794871794872,Level-160,1
2.833333,2.28,Other,Intl Regular,N,Y,International,Female,HighSchool,19 to 20,48.0,Level-161,1
3.608696,2.630435,Other,Intl Regular,N,N,International,Male,HighSchool,0 to 18,44.0,Level-141,1
2.916667,3.416667,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,34.0,Level-171,1
2.934783,2.846154,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-161,1
3.090909,2.981481,English,Intl Regular,Y,N,International,Male,PostSecondary,26 to 30,32.55794871794872,Level-161,1
2.047619,2.404762,English,Intl Regular,Y,N,International,Male,HighSchool,21 to 25,32.55794871794872,Level-160,1
3.630435,4.02381,Other,Intl Regular,N,N,International,Male,PostSecondary,0 to 18,45.0,Level-160,1
1.5,2.545455,English,GPOG_FT,N,N,Domestic,Male,PostSecondary,21 to 25,25.0,Level-160,0
2.913043,3.173077,Other,GPOG_FT,Y,N,Domestic,Female,PostSecondary,31 to 35,32.55794871794872,Level-161,1
2.547619,2.0,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,14.0,Level-160,1
3.5,3.022727,English,GPOG_FT,N,Y,Domestic,Male,PostSecondary,19 to 20,22.0,Level-170,1
3.238095,3.230769,Other,Intl Regular,N,N,International,Female,PostSecondary,0 to 18,32.0,Level-161,1
3.270833,3.410714,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-161,1
3.8125,3.84,English,Intl Regular,Y,N,International,Male,HighSchool,21 to 25,32.55794871794872,Level-161,1
0.0,2.820175578700078,English,GPOG_FT,N,N,Domestic,Male,PostSecondary,19 to 20,32.55794871794872,Level-170,0
2.5,2.820175578700078,English,Intl Regular,N,N,International,Male,HighSchool,19 to 20,47.0,Level-171,0
2.318182,1.552632,Other,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,23.0,Level-141,1
4.021739,3.952381,Other,Intl Regular,N,N,International,Female,PostSecondary,0 to 18,43.0,Level-161,1
0.285714,2.820175578700078,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,19 to 20,23.0,Level-160,0
4.363636,4.184211,English,Second Career Program,N,N,Domestic,Male,,41 to 50,39.0,Level-171,1
4.052632,3.222222,English,GPOG_FT,N,Y,Domestic,Female,,19 to 20,38.0,Level-170,1
3.380952,2.840909,English,GPOG_FT,N,Y,Domestic,Male,,26 to 30,48.0,Level-160,1
2.5,2.452381,Other,Intl Regular,Y,N,International,Male,HighSchool,21 to 25,32.55794871794872,Level-160,1
4.309524,4.357143,English,GPOG_FT,N,N,Domestic,Male,HighSchool,26 to 30,43.0,Level-170,1
1.75,1.071429,Other,Intl Regular,Y,N,International,Male,HighSchool,26 to 30,32.55794871794872,Level-161,1
2.964286,3.111111,English,GPOG_FT,N,N,Domestic,Female,PostSecondary,21 to 25,32.55794871794872,Level-170,1
3.368421,2.152174,Other,GPOG_FT,N,Y,Domestic,Male,HighSchool,21 to 25,24.0,Level-141,1
3.26087,2.857143,English,Intl Regular,N,Y,International,Male,HighSchool,19 to 20,45.0,Level-161,1
1.0,1.380952,Other,Intl Regular,N,N,International,Female,PostSecondary,0 to 18,26.0,Level-161,0
0.375,0.0,English,GPOG_FT,N,Y,Domestic,Female,HighSchool,19 to 20,22.0,Level-170,0
3.28,3.166667,English,Apprentice_PS,N,Y,Domestic,Male,HighSchool,0 to 18,31.0,Level-170,1
1.477273,1.5,Other,Intl Regular,N,N,International,Male,PostSecondary,0 to 18,15.0,Level-171,1
2.357143,2.45,Other,GPOG_FT,N,N,Domestic,Female,,19 to 20,30.0,Level-160,1
4.045455,4.236842,English,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,38.0,Level-170,1
4.0,3.666667,English,GPOG_FT,N,N,Domestic,Female,PostSecondary,21 to 25,32.55794871794872,Level-170,1
0.0,2.820175578700078,English,Intl Regular,N,N,International,Male,HighSchool,0 to 18,45.0,Level-161,0
3.6,3.022727,Other,Intl Regular,Y,N,International,Female,PostSecondary,21 to 25,32.55794871794872,Level-161,1
3.571429,2.477273,Other,Intl Regular,Y,N,International,Male,HighSchool,26 to 30,32.55794871794872,Level-141,1
3.852941,4.029412,English,GPOG_FT,N,Y,Domestic,Male,,41 to 50,34.0,Level-170,1
1.964286,2.868421,Other,Intl Regular,N,N,International,Male,PostSecondary,0 to 18,44.0,Level-171,1
4.285714,3.964286,English,Intl Regular,N,N,International,Male,HighSchool,21 to 25,47.0,Level-171,1
3.4,3.096154,Other,Intl Regular,N,Y,International,Male,HighSchool,19 to 20,46.0,Level-171,1
2.25,2.820175578700078,English,GPOG_FT,N,N,Domestic,Male,HighSchool,21 to 25,20.0,Level-170,0
3.204545,3.875,English,GPOG_FT,N,Y,Domestic,Female,HighSchool,21 to 25,23.0,Level-170,1
3.543478,3.538462,English,Intl Regular,Y,N,International,Male,HighSchool,26 to 30,35.0,Level-171,1
3.76,2.98,Other,Intl Regular,Y,Y,International,Male,HighSchool,21 to 25,32.55794871794872,Level-160,1
4.23913,4.021739,English,GPOG_FT,Y,Y,Domestic,Male,PostSecondary,21 to 25,32.55794871794872,Level-170,1
3.619048,3.565217,English,GPOG_FT,N,Y,Domestic,Female,PostSecondary,21 to 25,33.0,Level-170,1
3.863636,3.840909,English,GPOG_FT,N,N,Domestic,Male,PostSecondary,51 to 60,32.55794871794872,Level-171,1
2.25,2.820175578700078,English,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,34.0,Level-170,0
2.472222,2.547619,Other,Intl Regular,Y,N,International,Male,HighSchool,21 to 25,32.55794871794872,Level-160,1
1.605263,2.820175578700078,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,22.0,Level-170,0
2.941176,0.78125,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,32.55794871794872,Level-170,1
3.613636,2.795455,Other,Intl Regular,N,N,International,Male,HighSchool,19 to 20,46.0,Level-161,1
3.375,3.047619,Other,Intl Regular,N,N,International,Male,PostSecondary,0 to 18,48.0,Level-170,1
3.413043,2.98,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-171,1
3.847826,3.652174,Other,Intl Regular,N,N,International,Male,PostSecondary,0 to 18,47.0,Level-161,1
3.62,4.145833,English,Apprentice_PS,N,Y,Domestic,Male,PostSecondary,21 to 25,30.0,Level-170,1
1.736842,0.0,English,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,19.0,Level-160,1
3.652174,3.454545,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-161,1
1.52381,2.820175578700078,English,GPOG_FT,N,N,Domestic,Male,PostSecondary,31 to 35,36.0,Level-170,0
1.961538,0.0,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,33.0,Level-170,0
2.214286,2.820175578700078,English,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,17.0,Level-160,0
4.391304,4.192308,English,GPOG_FT,Y,Y,Domestic,Male,PostSecondary,26 to 30,32.55794871794872,Level-171,1
0.42,2.820175578700078,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,32.55794871794872,Level-140,0
3.057692,3.4,English,Work Safety Insurance Board,N,N,Domestic,Male,,41 to 50,31.0,Level-170,1
2.608696,2.403846,Other,Intl Regular,Y,N,International,Female,PostSecondary,21 to 25,23.0,Level-161,1
1.833333,0.75,Other,Intl Regular,N,N,International,Female,HighSchool,19 to 20,16.0,Level-140,1
4.095238,4.333333,English,GPOG_FT,N,N,Domestic,Female,PostSecondary,21 to 25,32.55794871794872,Level-171,1
4.021739,3.694444,English,GPOG_FT,N,N,Domestic,Female,HighSchool,0 to 18,37.0,Level-170,0
3.52,1.85,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,38.0,Level-170,0
4.304348,4.24,English,GPOG_FT,Y,N,Domestic,Male,PostSecondary,26 to 30,32.55794871794872,Level-170,1
1.307692,1.15,English,GPOG_FT,N,N,Domestic,Male,,0 to 18,18.0,Level-160,1
0.97619,1.111111,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,32.55794871794872,Level-171,0
3.913043,4.131579,English,GPOG_FT,N,N,Domestic,Male,PostSecondary,26 to 30,24.0,Level-170,1
3.304348,2.403846,Other,Intl Regular,Y,N,International,Male,HighSchool,21 to 25,32.55794871794872,Level-160,1
4.153846,4.021739,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,48.0,Level-161,1
2.214286,1.638889,English,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,23.0,Level-160,1
2.263158,1.863636,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,0 to 18,16.0,Level-160,1
2.425,2.565217,Other,Intl Regular,N,Y,International,Female,,19 to 20,37.0,Level-141,1
3.4375,3.192308,Other,Intl Regular,Y,Y,International,Male,HighSchool,21 to 25,32.55794871794872,Level-171,1
2.477273,1.54,Other,Intl Regular,Y,Y,International,Male,HighSchool,21 to 25,32.55794871794872,Level-170,1
3.847826,2.826923,Other,Intl Regular,Y,N,International,Male,HighSchool,21 to 25,32.55794871794872,Level-171,1
3.630435,3.769231,Other,GPOG_FT,Y,N,Domestic,Male,PostSecondary,31 to 35,32.55794871794872,Level-161,1
0.78,2.820175578700078,English,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,25.0,Level-160,0
4.0,3.5,Other,Intl Regular,Y,N,International,Female,HighSchool,21 to 25,32.55794871794872,Level-170,1
3.477273,3.596154,Other,Intl Regular,Y,N,International,Male,HighSchool,21 to 25,32.55794871794872,Level-171,1
1.913043,3.25,English,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,35.0,Level-170,0
1.352941,2.464286,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,36 to 40,22.0,Level-140,1
3.0,3.16,Other,Intl Regular,Y,N,International,Male,PostSecondary,26 to 30,32.55794871794872,Level-161,1
1.928571,2.807692,Other,Intl Regular,N,Y,International,Male,HighSchool,19 to 20,44.0,Level-161,1
4.363636,4.431818,English,GPOG_FT,N,Y,Domestic,Male,PostSecondary,31 to 35,47.0,Level-170,1
3.037037,3.204545,English,Intl Regular,Y,Y,International,Female,HighSchool,21 to 25,32.55794871794872,Level-161,1
2.947368,2.388889,English,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,16.0,Level-170,1
2.46875,2.820175578700078,English,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,32.55794871794872,Level-160,0
2.552632,1.615385,English,GPOG_FT,N,N,Domestic,Male,HighSchool,21 to 25,29.0,Level-170,1
4.090909,4.0,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,0 to 18,31.0,Level-170,1
3.5625,3.729167,Other,Intl Regular,N,N,International,Male,PostSecondary,0 to 18,47.0,Level-161,1
0.52,2.820175578700078,Other,GPOG_FT,N,N,Domestic,Male,,26 to 30,32.0,Level-141,0
2.0,0.0,English,Intl Regular,N,Y,International,Male,HighSchool,19 to 20,46.0,Level-161,1
0.0,1.727273,English,GPOG_FT,N,N,Domestic,Male,,26 to 30,14.0,Level-140,1
3.525,3.021739,English,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,36.0,Level-170,1
2.75,3.0,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-161,1
